order_id,customer_id,order_date,channel,revenue
75,474,2023-12-24 23:00:00,Email,141.52
76,17,2024-07-17 14:00:00,Organic,207.18
77,92,2024-04-29 19:00:00,Affiliate,287.89
78,483,2024-09-29 07:00:00,Organic,111.47
79,543,2024-08-06 07:00:00,Direct,325.03
80,205,2023-08-24 23:00:00,Email,447.6
81,502,2023-12-26 10:00:00,Email,36.17
82,400,2023-04-20 07:00:00,Organic,335.7
83,207,2023-04-03 23:00:00,Direct,521.71
84,146,2023-03-01 09:00:00,Direct,92.23
85,101,2023-02-08 16:00:00,Organic,135.21
86,241,2024-02-24 12:00:00,Direct,248.7
87,163,2023-02-05 04:00:00,Organic,5.91
88,173,2023-03-27 03:00:00,Organic,645.28
89,502,2023-08-11 17:00:00,Paid,332.31
90,547,2023-06-15 23:00:00,Direct,863.89
91,284,2024-01-11 22:00:00,Organic,115.45
92,359,2024-10-03 22:00:00,Organic,216.96
93,381,2023-01-11 13:00:00,Paid,329.81
94,533,2023-04-06 04:00:00,Organic,324.69
95,163,2023-07-11 05:00:00,Organic,252.08
96,307,2023-09-23 07:00:00,Paid,85.57
97,339,2023-05-08 13:00:00,Affiliate,652.97
98,55,2023-12-21 11:00:00,Paid,183.81
99,333,2023-04-22 22:00:00,Email,183.12
100,127,2023-05-25 00:00:00,Paid,254.02
101,243,2023-09-04 09:00:00,Paid,385.96
102,600,2024-03-14 09:00:00,Direct,106.56
103,409,2023-06-30 23:00:00,Organic,344.72
104,503,2023-08-14 08:00:00,Organic,71.08
105,303,2023-03-30 15:00:00,Organic,155.04
106,464,2024-06-13 18:00:00,Organic,328.38
107,235,2024-02-03 09:00:00,Organic,615.36
108,38,2023-09-28 14:00:00,Paid,131.53
109,139,2024-05-17 06:00:00,Organic,224.88
110,195,2024-06-08 16:00:00,Organic,777.06
111,527,2023-02-01 08:00:00,Email,1269.0
112,1,2023-02-09 19:00:00,Organic,193.96
113,561,2023-08-06 20:00:00,Organic,47.13
114,96,2023-03-23 12:00:00,Organic,985.91
115,413,2024-12-20 08:00:00,Affiliate,701.94
116,538,2024-03-22 11:00:00,Organic,74.84
117,429,2024-03-03 05:00:00,Paid,98.19
118,235,2023-07-30 06:00:00,Direct,27.69
119,349,2023-08-15 15:00:00,Organic,56.76
120,481,2023-01-18 15:00:00,Organic,211.41
121,396,2024-03-14 06:00:00,Paid,252.24
122,351,2024-12-08 07:00:00,Affiliate,89.6
123,416,2023-08-17 05:00:00,Paid,304.85
124,51,2024-08-11 13:00:00,Paid,270.16
125,81,2024-08-29 21:00:00,Organic,485.91
126,36,2023-05-12 06:00:00,Paid,458.46
127,67,2023-03-13 12:00:00,Organic,800.21
128,481,2024-11-02 05:00:00,Paid,570.04
129,468,2023-07-10 05:00:00,Organic,118.83
130,142,2023-04-30 20:00:00,Direct,450.08
131,356,2024-03-26 02:00:00,Organic,112.29
132,471,2023-08-25 21:00:00,Organic,823.12
133,591,2024-12-20 21:00:00,Organic,162.31
134,439,2024-08-30 05:00:00,Paid,136.74
135,531,2024-12-12 22:00:00,Direct,229.06
136,127,2023-03-13 05:00:00,Direct,42.85
137,205,2023-07-25 02:00:00,Paid,77.51
138,29,2024-01-22 11:00:00,Organic,72.42
139,445,2023-06-26 04:00:00,Paid,71.84
140,464,2024-12-02 19:00:00,Organic,45.89
141,280,2023-12-11 08:00:00,Email,1149.29
142,151,2023-10-14 20:00:00,Organic,316.39
143,240,2024-08-18 06:00:00,Direct,931.33
144,266,2024-01-18 21:00:00,Organic,45.87
145,105,2024-01-23 12:00:00,Direct,193.24
146,433,2024-07-10 09:00:00,Email,42.01
147,497,2024-09-17 16:00:00,Direct,535.62
148,440,2023-10-03 19:00:00,Organic,249.55
149,158,2024-12-17 16:00:00,Direct,63.2
150,172,2024-04-25 00:00:00,Affiliate,98.45
151,494,2023-09-30 23:00:00,Organic,186.51
152,311,2023-02-27 07:00:00,Email,708.23
153,403,2023-04-19 22:00:00,Direct,95.02
154,463,2024-11-16 07:00:00,Direct,27.91
155,367,2023-11-11 14:00:00,Direct,512.19
156,550,2024-11-29 12:00:00,Affiliate,326.79
157,255,2023-08-17 16:00:00,Affiliate,104.46
158,208,2023-06-05 15:00:00,Direct,88.0
159,450,2023-01-02 21:00:00,Direct,130.18
160,95,2024-12-22 16:00:00,Paid,370.08
161,478,2023-10-13 06:00:00,Direct,175.96
162,190,2023-01-13 17:00:00,Direct,115.46
163,484,2023-08-26 17:00:00,Direct,693.78
164,536,2023-06-20 20:00:00,Direct,317.31
165,423,2024-08-28 20:00:00,Organic,369.37
166,133,2024-09-15 22:00:00,Direct,90.07
167,55,2024-04-11 19:00:00,Organic,68.99
168,510,2023-05-23 08:00:00,Affiliate,1698.92
169,541,2023-06-29 09:00:00,Organic,820.67
170,410,2023-12-30 20:00:00,Paid,87.32
171,211,2024-04-15 19:00:00,Direct,1444.97
172,293,2024-02-21 19:00:00,Paid,474.2
173,115,2024-10-10 21:00:00,Organic,209.04
174,259,2024-01-02 00:00:00,Paid,260.79
175,122,2023-02-13 02:00:00,Direct,252.12
176,299,2023-04-08 15:00:00,Affiliate,212.75
177,381,2023-09-22 14:00:00,Direct,47.46
178,561,2023-05-20 00:00:00,Organic,179.23
179,501,2023-08-25 13:00:00,Email,32.9
180,297,2023-03-13 11:00:00,Organic,245.49
181,362,2023-11-17 10:00:00,Organic,170.89
182,589,2023-08-20 09:00:00,Email,1133.91
183,463,2024-12-02 18:00:00,Organic,84.42
184,438,2023-05-19 06:00:00,Direct,1197.03
185,127,2024-11-13 16:00:00,Email,182.73
186,197,2024-04-25 20:00:00,Organic,173.89
187,221,2024-02-28 22:00:00,Affiliate,1222.79
188,91,2024-07-21 05:00:00,Direct,20.18
189,411,2023-12-08 17:00:00,Paid,241.71
190,8,2024-09-05 04:00:00,Organic,838.89
191,544,2024-05-07 18:00:00,Email,171.23
192,468,2024-12-12 08:00:00,Organic,384.49
193,320,2023-08-15 18:00:00,Direct,1585.15
194,394,2023-05-19 23:00:00,Paid,3037.88
195,269,2023-05-29 18:00:00,Direct,378.36
196,191,2024-03-25 07:00:00,Paid,206.43
197,61,2024-10-29 16:00:00,Affiliate,72.61
198,438,2023-01-06 18:00:00,Organic,340.45
199,264,2023-07-03 05:00:00,Paid,69.14
200,95,2023-01-28 01:00:00,Direct,314.82
201,553,2024-07-03 22:00:00,Organic,36.41
202,470,2023-10-20 18:00:00,Organic,823.69
203,514,2023-09-01 03:00:00,Paid,86.75
204,194,2024-12-26 16:00:00,Direct,544.02
205,482,2023-10-26 03:00:00,Paid,283.32
206,336,2023-02-27 12:00:00,Direct,184.37
207,435,2023-11-04 16:00:00,Paid,585.32
208,196,2023-04-15 03:00:00,Direct,978.27
209,249,2023-09-04 13:00:00,Affiliate,148.93
210,498,2023-03-24 02:00:00,Direct,118.73
211,212,2024-11-26 00:00:00,Organic,459.36
212,466,2023-07-29 15:00:00,Organic,694.75
213,221,2024-08-31 11:00:00,Paid,34.34
214,273,2024-04-16 15:00:00,Organic,97.55
215,154,2024-01-05 03:00:00,Paid,578.48
216,249,2024-05-06 08:00:00,Organic,189.4
217,279,2024-01-02 15:00:00,Paid,432.33
218,440,2023-07-03 11:00:00,Direct,209.93
219,276,2023-10-14 23:00:00,Organic,1163.8
220,514,2024-01-10 13:00:00,Organic,84.15
221,88,2024-06-20 01:00:00,Direct,225.94
222,505,2024-08-01 23:00:00,Direct,64.94
223,590,2024-05-24 21:00:00,Email,394.25
224,241,2023-03-14 19:00:00,Email,17.79
225,236,2023-12-26 09:00:00,Paid,366.16
226,128,2023-07-30 02:00:00,Organic,113.84
227,503,2023-06-01 04:00:00,Organic,273.22
228,200,2023-07-14 15:00:00,Paid,282.53
229,543,2023-04-23 14:00:00,Direct,74.91
230,502,2023-06-12 11:00:00,Email,406.01
231,492,2023-04-15 20:00:00,Direct,69.02
232,21,2024-07-09 14:00:00,Email,43.54
233,234,2023-06-11 22:00:00,Organic,186.87
234,416,2023-12-17 17:00:00,Paid,1661.34
235,148,2023-05-20 22:00:00,Direct,226.22
236,29,2023-05-12 22:00:00,Affiliate,560.95
237,361,2024-11-18 22:00:00,Organic,845.22
238,308,2024-01-03 00:00:00,Paid,59.25
239,162,2023-09-03 01:00:00,Affiliate,636.7
240,61,2024-10-31 02:00:00,Direct,108.06
241,125,2024-01-13 20:00:00,Organic,679.37
242,456,2024-03-08 19:00:00,Organic,289.71
243,71,2024-12-26 20:00:00,Organic,1349.94
244,466,2024-03-21 00:00:00,Organic,140.24
245,243,2023-10-21 14:00:00,Organic,606.88
246,490,2023-09-07 13:00:00,Organic,628.62
247,221,2023-10-29 20:00:00,Paid,477.21
248,473,2023-03-11 16:00:00,Paid,833.41
249,533,2023-04-22 11:00:00,Direct,189.17
250,494,2023-10-30 22:00:00,Affiliate,784.52
251,82,2023-04-01 17:00:00,Affiliate,158.81
252,522,2024-10-22 02:00:00,Organic,51.68
253,12,2024-12-26 07:00:00,Organic,126.3
254,263,2024-10-24 02:00:00,Organic,72.38
255,449,2024-07-05 17:00:00,Paid,902.57
256,192,2023-05-18 19:00:00,Paid,317.4
257,114,2024-12-12 22:00:00,Direct,597.92
258,26,2023-07-22 04:00:00,Paid,390.26
259,499,2023-08-25 20:00:00,Organic,734.83
260,508,2023-11-07 04:00:00,Direct,69.38
261,545,2023-02-25 12:00:00,Paid,7.17
262,62,2023-07-16 08:00:00,Paid,188.63
263,229,2024-07-24 15:00:00,Organic,939.5
264,35,2024-05-28 00:00:00,Organic,541.24
265,456,2023-12-26 18:00:00,Email,37.89
266,588,2023-01-30 10:00:00,Organic,109.9
267,502,2023-04-18 11:00:00,Paid,459.93
268,595,2024-08-24 12:00:00,Direct,269.14
269,25,2024-03-20 21:00:00,Direct,149.66
270,569,2024-08-28 08:00:00,Organic,1775.62
271,32,2024-09-06 20:00:00,Organic,464.74
272,12,2024-11-26 14:00:00,Paid,345.82
273,319,2024-11-04 22:00:00,Organic,168.17
274,1,2024-06-26 19:00:00,Organic,102.18
275,435,2024-08-10 00:00:00,Organic,300.52
276,136,2024-03-14 21:00:00,Organic,358.38
277,196,2024-07-05 04:00:00,Email,329.36
278,133,2023-04-21 00:00:00,Paid,304.75
279,86,2023-07-10 09:00:00,Direct,69.41
280,476,2024-11-24 09:00:00,Paid,687.46
281,324,2024-02-09 14:00:00,Paid,1003.47
282,180,2023-07-28 21:00:00,Paid,107.77
283,516,2024-11-08 02:00:00,Direct,903.02
284,175,2023-07-27 07:00:00,Organic,682.35
285,21,2024-12-02 14:00:00,Direct,93.87
286,105,2024-06-12 21:00:00,Affiliate,645.28
287,578,2024-08-24 12:00:00,Paid,126.21
288,443,2024-10-18 05:00:00,Organic,1187.96
289,49,2024-05-10 13:00:00,Organic,995.52
290,528,2024-03-04 05:00:00,Direct,359.69
291,145,2023-06-12 13:00:00,Direct,696.69
292,340,2024-06-09 14:00:00,Email,103.77
293,354,2023-03-13 14:00:00,Direct,508.35
294,75,2024-05-23 12:00:00,Direct,319.88
295,578,2024-02-19 20:00:00,Email,605.89
296,319,2024-11-05 05:00:00,Organic,1322.59
297,87,2024-12-09 21:00:00,Paid,107.7
298,553,2024-07-23 16:00:00,Direct,211.48
299,42,2024-02-11 01:00:00,Organic,1889.22
300,93,2023-01-26 14:00:00,Organic,714.21
301,507,2023-01-05 19:00:00,Paid,70.2
302,529,2024-01-25 05:00:00,Direct,115.52
303,265,2024-07-24 17:00:00,Organic,378.3
304,292,2023-05-26 03:00:00,Paid,632.06
305,464,2023-09-06 13:00:00,Organic,13.08
306,560,2024-04-06 12:00:00,Organic,944.79
307,97,2024-01-19 11:00:00,Direct,634.1
308,95,2024-02-03 18:00:00,Direct,335.46
309,326,2024-07-28 10:00:00,Paid,518.41
310,74,2024-02-23 16:00:00,Paid,851.83
311,336,2024-02-23 18:00:00,Email,133.57
312,68,2024-09-03 02:00:00,Paid,20.34
313,77,2023-05-02 15:00:00,Organic,533.65
314,208,2023-02-13 07:00:00,Affiliate,285.68
315,221,2023-11-13 16:00:00,Direct,144.33
316,262,2023-11-23 10:00:00,Organic,97.87
317,410,2023-02-19 00:00:00,Organic,110.37
318,331,2023-12-21 03:00:00,Direct,540.15
319,344,2023-05-21 05:00:00,Paid,64.82
320,74,2023-05-08 13:00:00,Organic,227.38
321,254,2024-04-07 14:00:00,Organic,922.03
322,332,2023-07-06 15:00:00,Organic,295.68
323,398,2023-07-09 03:00:00,Organic,896.21
324,345,2024-03-04 12:00:00,Direct,122.6
325,584,2023-07-13 02:00:00,Paid,1287.81
326,455,2023-05-16 23:00:00,Organic,264.23
327,115,2023-06-20 08:00:00,Affiliate,378.07
328,313,2024-05-01 12:00:00,Direct,177.1
329,228,2024-08-05 23:00:00,Direct,73.55
330,245,2024-01-06 06:00:00,Paid,210.73
331,526,2023-05-05 15:00:00,Affiliate,107.84
332,528,2024-04-02 05:00:00,Organic,110.81
333,427,2024-10-19 17:00:00,Paid,27.29
334,42,2023-07-16 20:00:00,Email,29.45
335,465,2024-02-27 01:00:00,Email,161.61
336,278,2023-06-20 12:00:00,Paid,38.55
337,19,2024-10-24 04:00:00,Paid,482.0
338,66,2023-12-16 05:00:00,Direct,417.04
339,167,2024-09-25 13:00:00,Affiliate,294.4
340,585,2024-09-11 03:00:00,Organic,206.61
341,403,2023-04-03 22:00:00,Email,118.72
342,409,2023-01-06 09:00:00,Direct,116.66
343,112,2023-05-26 14:00:00,Organic,1277.92
344,274,2024-02-28 08:00:00,Organic,871.48
345,407,2023-07-21 19:00:00,Organic,1159.52
346,373,2023-01-06 15:00:00,Direct,119.91
347,597,2024-01-11 02:00:00,Organic,150.49
348,39,2023-04-16 10:00:00,Paid,1412.48
349,105,2024-02-05 03:00:00,Paid,120.41
350,324,2024-03-27 16:00:00,Direct,240.95
351,414,2024-02-20 21:00:00,Paid,463.6
352,429,2024-05-18 05:00:00,Organic,291.56
353,61,2023-10-18 21:00:00,Direct,404.95
354,307,2023-07-12 19:00:00,Paid,285.24
355,354,2023-05-30 15:00:00,Affiliate,60.14
356,393,2024-05-29 08:00:00,Organic,68.56
357,204,2023-11-12 11:00:00,Organic,312.32
358,258,2024-08-21 13:00:00,Organic,131.29
359,486,2023-08-13 17:00:00,Organic,67.59
360,517,2023-04-23 08:00:00,Direct,412.04
361,446,2024-12-14 18:00:00,Email,395.34
362,180,2023-05-05 14:00:00,Affiliate,1142.56
363,342,2023-03-10 14:00:00,Paid,392.01
364,133,2023-09-13 22:00:00,Organic,936.68
365,443,2023-01-30 01:00:00,Paid,248.97
366,253,2023-08-25 23:00:00,Organic,1525.83
367,265,2024-01-03 14:00:00,Organic,242.82
368,93,2023-01-25 09:00:00,Direct,397.65
369,411,2024-12-18 09:00:00,Paid,90.78
370,138,2024-05-08 22:00:00,Email,446.04
371,208,2024-09-30 08:00:00,Direct,173.69
372,573,2023-01-25 13:00:00,Direct,34.35
373,307,2023-12-21 19:00:00,Organic,523.07
374,266,2023-02-17 01:00:00,Affiliate,65.06
375,318,2023-04-09 10:00:00,Organic,743.79
376,113,2024-06-06 20:00:00,Organic,462.84
377,378,2024-02-09 21:00:00,Paid,271.67
378,454,2024-11-15 06:00:00,Organic,244.91
379,191,2024-05-17 16:00:00,Direct,267.68
380,440,2024-03-23 01:00:00,Direct,136.08
381,187,2023-05-01 09:00:00,Paid,91.6
382,367,2023-02-23 10:00:00,Organic,511.13
383,89,2023-08-29 18:00:00,Email,137.81
384,187,2024-06-13 02:00:00,Paid,222.9
385,132,2023-07-06 15:00:00,Direct,555.33
386,560,2023-09-19 11:00:00,Organic,536.1
387,376,2024-05-05 14:00:00,Organic,70.75
388,99,2023-08-27 15:00:00,Direct,38.69
389,34,2023-10-25 11:00:00,Email,184.97
390,582,2024-11-30 12:00:00,Affiliate,111.35
391,171,2024-10-03 14:00:00,Direct,670.44
392,366,2023-03-13 06:00:00,Organic,86.25
393,59,2024-12-03 14:00:00,Direct,113.94
394,181,2024-07-28 07:00:00,Organic,247.62
395,19,2023-01-12 12:00:00,Organic,187.41
396,226,2024-07-08 16:00:00,Organic,116.72
397,473,2023-03-04 16:00:00,Email,607.1
398,95,2024-01-11 03:00:00,Direct,2120.98
399,297,2024-06-03 04:00:00,Organic,6.43
400,593,2023-03-31 15:00:00,Affiliate,2177.46
401,175,2024-09-21 14:00:00,Organic,1767.03
402,222,2023-03-17 04:00:00,Direct,373.26
403,54,2024-10-24 15:00:00,Direct,1805.15
404,403,2023-03-12 12:00:00,Organic,60.0
405,318,2023-06-29 04:00:00,Email,74.32
406,349,2023-07-14 14:00:00,Email,109.67
407,443,2023-08-16 14:00:00,Email,26.05
408,580,2024-03-11 18:00:00,Affiliate,243.65
409,540,2024-04-05 09:00:00,Organic,90.84
410,282,2023-01-21 04:00:00,Email,258.73
411,360,2023-01-27 22:00:00,Email,386.83
412,8,2023-10-12 19:00:00,Organic,57.87
413,563,2023-10-08 05:00:00,Organic,227.26
414,491,2023-06-13 01:00:00,Organic,97.05
415,341,2023-08-12 15:00:00,Direct,394.49
416,472,2023-05-26 04:00:00,Direct,71.03
417,249,2023-01-30 12:00:00,Email,119.51
418,235,2024-04-15 01:00:00,Email,523.42
419,83,2024-10-14 10:00:00,Direct,347.5
420,93,2023-08-09 03:00:00,Organic,40.29
421,394,2024-06-17 19:00:00,Affiliate,72.82
422,268,2024-01-02 03:00:00,Paid,356.96
423,417,2024-07-03 05:00:00,Organic,1529.2
424,583,2023-04-26 14:00:00,Paid,2065.25
425,529,2023-12-01 19:00:00,Affiliate,137.26
426,253,2023-01-09 03:00:00,Email,369.84
427,122,2023-02-19 17:00:00,Organic,205.84
428,10,2024-05-31 19:00:00,Direct,439.02
429,316,2024-09-29 10:00:00,Email,316.25
430,273,2024-11-07 21:00:00,Direct,211.14
431,306,2023-10-27 01:00:00,Paid,606.5
432,210,2024-08-11 09:00:00,Direct,582.73
433,464,2024-10-10 09:00:00,Organic,473.63
434,416,2024-08-29 06:00:00,Organic,289.59
435,216,2024-08-02 18:00:00,Direct,250.25
436,80,2024-05-04 02:00:00,Email,14.83
437,480,2024-03-16 20:00:00,Direct,743.28
438,547,2023-07-08 18:00:00,Affiliate,217.3
439,18,2024-08-29 20:00:00,Affiliate,782.41
440,165,2023-10-15 01:00:00,Organic,175.49
441,525,2023-07-06 19:00:00,Paid,799.26
442,202,2023-05-18 01:00:00,Organic,210.01
443,346,2023-07-13 23:00:00,Paid,428.28
444,366,2023-05-24 15:00:00,Organic,136.91
445,448,2023-10-29 06:00:00,Organic,775.62
446,513,2023-09-02 10:00:00,Organic,250.96
447,319,2023-03-29 00:00:00,Paid,387.96
448,217,2023-12-07 03:00:00,Email,464.52
449,34,2023-11-23 14:00:00,Direct,70.12
450,266,2023-11-02 11:00:00,Organic,298.1
451,80,2024-08-29 16:00:00,Organic,410.56
452,413,2023-08-13 10:00:00,Affiliate,72.08
453,252,2023-12-14 00:00:00,Direct,260.62
454,12,2024-07-12 20:00:00,Paid,320.39
455,401,2024-09-09 06:00:00,Direct,121.39
456,282,2024-01-21 09:00:00,Organic,561.56
457,112,2023-04-18 18:00:00,Affiliate,62.78
458,378,2024-02-14 10:00:00,Paid,1098.64
459,268,2023-10-23 17:00:00,Paid,260.74
460,298,2023-06-20 10:00:00,Organic,347.45
461,317,2024-05-07 02:00:00,Affiliate,86.02
462,570,2023-01-12 02:00:00,Organic,162.06
463,509,2024-05-04 16:00:00,Email,20.96
464,546,2023-07-01 01:00:00,Organic,463.48
465,365,2024-10-17 01:00:00,Organic,327.17
466,547,2023-11-12 21:00:00,Direct,469.16
467,271,2023-01-30 19:00:00,Organic,766.86
468,474,2024-11-08 09:00:00,Direct,353.55
469,537,2024-03-19 09:00:00,Affiliate,272.0
470,234,2023-12-27 21:00:00,Paid,1169.81
471,59,2024-07-07 14:00:00,Email,333.87
472,251,2024-02-25 21:00:00,Direct,70.05
473,86,2024-12-20 12:00:00,Direct,517.25
474,390,2024-06-17 19:00:00,Affiliate,16.33
475,180,2023-12-29 08:00:00,Organic,547.02
476,149,2023-12-02 01:00:00,Organic,946.45
477,583,2023-06-09 01:00:00,Affiliate,244.92
478,121,2023-01-12 07:00:00,Organic,656.77
479,256,2023-03-14 11:00:00,Direct,874.62
480,309,2023-07-20 09:00:00,Affiliate,103.67
481,59,2024-05-19 01:00:00,Direct,122.34
482,69,2024-11-18 19:00:00,Affiliate,510.63
483,446,2023-02-08 01:00:00,Direct,103.63
484,388,2023-11-17 18:00:00,Paid,757.66
485,86,2024-09-27 03:00:00,Direct,714.85
486,227,2024-02-12 21:00:00,Paid,75.77
487,593,2024-01-21 13:00:00,Direct,14.94
488,184,2023-07-13 14:00:00,Affiliate,256.09
489,322,2024-06-07 04:00:00,Organic,658.54
490,318,2023-06-05 19:00:00,Direct,50.79
491,566,2023-05-05 06:00:00,Paid,650.19
492,399,2023-10-07 20:00:00,Organic,1808.45
493,293,2024-09-13 13:00:00,Direct,323.29
494,293,2024-10-19 23:00:00,Direct,232.66
495,485,2024-11-04 11:00:00,Organic,518.48
496,447,2023-05-30 23:00:00,Direct,27.11
497,412,2024-03-29 03:00:00,Direct,518.02
498,508,2024-11-15 03:00:00,Organic,240.44
499,244,2023-01-22 13:00:00,Paid,40.03
500,420,2024-09-30 15:00:00,Organic,666.86
501,154,2023-12-22 23:00:00,Direct,37.24
502,424,2024-12-29 00:00:00,Email,116.2
503,273,2023-06-13 19:00:00,Affiliate,698.05
504,520,2024-06-13 05:00:00,Organic,87.84
505,128,2023-07-14 22:00:00,Direct,1050.62
506,373,2024-04-24 12:00:00,Email,145.55
507,568,2023-05-03 15:00:00,Organic,54.23
508,159,2024-11-29 04:00:00,Organic,134.49
509,571,2024-03-27 20:00:00,Organic,444.79
510,570,2023-04-14 18:00:00,Paid,1093.66
511,176,2024-04-06 06:00:00,Direct,256.46
512,211,2024-12-18 05:00:00,Paid,1087.04
513,447,2024-01-31 15:00:00,Paid,124.45
514,586,2023-12-03 12:00:00,Organic,234.04
515,167,2024-08-21 13:00:00,Affiliate,28.47
516,460,2023-11-13 06:00:00,Direct,107.09
517,357,2024-07-11 14:00:00,Organic,486.05
518,304,2024-07-09 16:00:00,Organic,296.43
519,233,2024-11-11 21:00:00,Organic,357.27
520,327,2024-05-09 11:00:00,Organic,34.33
521,182,2024-09-01 04:00:00,Organic,175.26
522,334,2023-04-19 19:00:00,Direct,142.93
523,29,2024-09-07 13:00:00,Organic,68.25
524,93,2023-02-12 00:00:00,Organic,203.55
525,330,2023-09-02 02:00:00,Paid,83.62
526,184,2024-04-20 18:00:00,Direct,62.08
527,95,2023-04-20 21:00:00,Paid,144.16
528,353,2023-07-09 22:00:00,Direct,380.2
529,265,2023-09-08 19:00:00,Direct,739.61
530,19,2023-10-18 04:00:00,Organic,75.05
531,499,2023-07-20 05:00:00,Direct,123.97
532,139,2024-05-25 21:00:00,Organic,268.37
533,573,2024-05-22 07:00:00,Organic,32.48
534,525,2023-09-04 00:00:00,Email,944.04
535,255,2024-12-24 11:00:00,Email,1489.65
536,85,2024-08-30 10:00:00,Organic,36.69
537,458,2024-07-19 23:00:00,Paid,175.9
538,532,2023-02-23 15:00:00,Direct,669.01
539,562,2024-09-02 19:00:00,Organic,253.33
540,92,2024-07-11 02:00:00,Paid,124.64
541,600,2023-07-12 20:00:00,Direct,115.37
542,69,2023-04-21 00:00:00,Direct,157.61
543,37,2024-12-06 19:00:00,Direct,180.66
544,140,2023-11-22 07:00:00,Organic,113.87
545,566,2023-01-29 15:00:00,Organic,464.13
546,178,2024-11-03 02:00:00,Organic,559.09
547,137,2023-07-07 02:00:00,Organic,259.46
548,190,2024-12-09 11:00:00,Organic,582.77
549,342,2023-07-23 19:00:00,Paid,114.32
550,559,2024-09-12 19:00:00,Direct,1120.41
551,5,2023-03-14 06:00:00,Paid,412.95
552,257,2023-08-31 21:00:00,Paid,270.57
553,243,2023-04-12 12:00:00,Paid,90.01
554,415,2023-06-20 12:00:00,Paid,578.85
555,343,2023-07-07 21:00:00,Organic,77.55
