session_id,customer_id,session_date,source,medium,device,is_variant_B,converted
84,495,2024-06-04 16:00:00,Google,CPC,mobile,0,0
85,251,2024-06-21 15:00:00,Email,Email,mobile,1,0
86,92,2023-11-24 19:00:00,Referral,Email,desktop,0,0
87,534,2024-07-06 08:00:00,Referral,CPC,desktop,0,0
88,246,2024-12-19 23:00:00,Email,Organic,desktop,1,1
89,523,2023-05-19 15:00:00,Google,Organic,mobile,1,0
90,75,2024-04-16 23:00:00,Facebook,Social,mobile,0,0
91,184,2023-09-26 23:00:00,Google,CPC,desktop,1,0
92,270,2024-06-23 21:00:00,Direct,Email,mobile,0,0
93,505,2023-05-12 03:00:00,Referral,Organic,mobile,1,0
94,583,2024-01-13 18:00:00,Referral,Direct,desktop,0,0
95,488,2024-12-24 16:00:00,Google,Social,desktop,1,0
96,199,2024-12-04 13:00:00,Google,Organic,desktop,1,0
97,391,2023-02-28 04:00:00,Email,Social,desktop,1,0
98,327,2023-06-02 23:00:00,Referral,Social,desktop,1,0
99,175,2024-08-23 15:00:00,Google,Direct,mobile,1,0
100,62,2024-11-18 06:00:00,Email,Email,mobile,0,0
101,299,2023-12-19 05:00:00,Facebook,Organic,mobile,0,0
102,173,2024-08-28 04:00:00,Email,Direct,desktop,1,0
103,61,2024-03-08 19:00:00,Direct,Email,desktop,1,0
104,158,2024-01-05 07:00:00,Direct,Direct,tablet,1,0
105,516,2024-06-27 04:00:00,Direct,Email,desktop,1,0
106,281,2023-12-09 05:00:00,Referral,Direct,mobile,0,0
107,498,2024-01-25 00:00:00,Google,Organic,desktop,0,0
108,8,2023-02-26 21:00:00,Facebook,Social,tablet,1,0
109,437,2024-08-26 17:00:00,Facebook,Organic,desktop,0,0
110,58,2024-09-01 13:00:00,Referral,CPC,desktop,1,0
111,505,2023-09-15 11:00:00,Google,Social,desktop,1,0
112,186,2023-10-25 13:00:00,Referral,Social,desktop,1,0
113,388,2024-03-10 18:00:00,Email,Direct,mobile,1,0
114,263,2023-04-15 10:00:00,Referral,Email,mobile,0,0
115,310,2023-08-07 02:00:00,Direct,Email,tablet,0,0
116,569,2024-09-02 18:00:00,Referral,Email,mobile,0,0
117,203,2023-10-31 01:00:00,Google,CPC,desktop,1,0
118,443,2023-04-28 00:00:00,Google,Email,desktop,1,0
119,336,2024-11-04 15:00:00,Email,CPC,mobile,0,0
120,249,2023-06-09 19:00:00,Google,Direct,mobile,0,0
121,521,2024-11-03 20:00:00,Referral,Social,mobile,0,0
122,511,2023-11-18 18:00:00,Direct,Social,mobile,0,0
123,527,2024-02-08 09:00:00,Direct,Direct,desktop,1,0
124,120,2023-07-03 02:00:00,Referral,Social,mobile,0,0
125,303,2023-03-03 14:00:00,Facebook,Organic,desktop,1,0
126,527,2023-10-05 02:00:00,Direct,Direct,mobile,0,0
127,43,2024-10-06 18:00:00,Google,Email,desktop,1,0
128,538,2023-09-21 13:00:00,Email,Organic,desktop,0,0
129,159,2023-05-15 18:00:00,Email,Organic,desktop,1,0
130,537,2023-04-07 23:00:00,Email,Organic,tablet,0,0
131,421,2023-01-25 22:00:00,Email,Direct,desktop,0,0
132,310,2024-10-08 19:00:00,Email,Email,desktop,0,0
133,150,2023-02-28 00:00:00,Email,Organic,mobile,0,0
134,160,2024-11-09 03:00:00,Direct,CPC,desktop,1,0
135,56,2024-11-25 00:00:00,Email,Direct,desktop,1,0
136,313,2024-01-26 07:00:00,Referral,Social,mobile,1,0
137,461,2023-01-08 14:00:00,Email,Direct,desktop,1,0
138,594,2023-11-09 03:00:00,Email,CPC,desktop,1,0
139,367,2023-08-21 00:00:00,Referral,Direct,desktop,0,0
140,293,2024-05-02 02:00:00,Email,Social,desktop,0,0
141,593,2023-05-13 19:00:00,Referral,Email,mobile,1,0
142,192,2024-12-13 08:00:00,Direct,Organic,desktop,0,0
143,44,2023-12-13 23:00:00,Direct,Organic,desktop,0,1
144,202,2023-12-26 05:00:00,Google,Social,desktop,0,0
145,335,2024-12-02 12:00:00,Email,Direct,mobile,0,0
146,434,2023-06-05 09:00:00,Facebook,Direct,tablet,0,0
147,336,2023-01-19 18:00:00,Facebook,Email,desktop,0,0
148,502,2023-04-13 19:00:00,Email,Organic,mobile,0,0
149,580,2023-07-03 13:00:00,Email,Email,mobile,0,0
150,215,2024-12-11 16:00:00,Facebook,Email,desktop,0,1
151,172,2023-01-12 06:00:00,Email,Direct,desktop,0,0
152,102,2024-11-24 22:00:00,Facebook,Email,desktop,0,0
153,166,2023-07-21 14:00:00,Google,Email,mobile,1,0
154,33,2024-03-18 18:00:00,Referral,Email,mobile,0,0
155,244,2024-07-17 12:00:00,Direct,Social,mobile,0,1
156,519,2023-02-09 18:00:00,Email,Email,desktop,0,0
157,511,2023-01-11 19:00:00,Email,Organic,mobile,0,0
158,376,2023-03-12 01:00:00,Referral,Direct,tablet,0,0
159,600,2023-05-07 23:00:00,Referral,CPC,mobile,0,0
160,238,2024-02-07 05:00:00,Facebook,Social,desktop,1,0
161,336,2024-12-02 23:00:00,Facebook,CPC,tablet,0,0
162,48,2024-05-17 16:00:00,Referral,Social,desktop,1,1
163,201,2023-06-03 19:00:00,Email,Direct,desktop,1,0
164,421,2024-04-12 03:00:00,Facebook,Social,desktop,0,0
165,309,2023-12-31 09:00:00,Direct,Email,tablet,0,0
166,331,2023-04-17 22:00:00,Email,CPC,tablet,0,0
167,547,2024-05-08 20:00:00,Direct,Direct,desktop,0,0
168,512,2024-04-06 14:00:00,Email,CPC,desktop,0,0
169,462,2024-06-02 16:00:00,Google,Organic,desktop,0,0
170,267,2023-10-07 02:00:00,Direct,Direct,mobile,0,1
171,25,2024-08-29 02:00:00,Email,Direct,desktop,1,0
172,600,2023-08-06 05:00:00,Direct,Email,desktop,1,0
173,1,2023-11-05 14:00:00,Referral,Social,desktop,0,0
174,274,2024-03-08 06:00:00,Email,Social,mobile,0,0
175,270,2023-09-16 03:00:00,Facebook,Organic,desktop,0,0
176,508,2023-05-04 10:00:00,Direct,Direct,desktop,1,0
177,143,2024-09-05 14:00:00,Google,Email,desktop,0,0
178,260,2024-07-25 17:00:00,Google,Email,mobile,1,0
179,567,2023-07-22 11:00:00,Facebook,Email,desktop,1,0
180,396,2024-11-05 18:00:00,Facebook,Social,mobile,1,0
181,161,2024-04-10 11:00:00,Direct,Organic,desktop,1,0
182,2,2023-10-23 19:00:00,Email,Direct,tablet,0,0
183,176,2023-03-28 10:00:00,Email,Social,desktop,0,0
184,510,2023-05-23 08:00:00,Google,Organic,desktop,0,0
185,600,2024-01-09 03:00:00,Facebook,Organic,mobile,1,0
186,45,2024-02-22 02:00:00,Referral,CPC,desktop,1,0
187,482,2023-12-05 10:00:00,Direct,Email,tablet,0,0
188,482,2024-10-05 01:00:00,Direct,Direct,desktop,1,0
189,326,2024-12-03 17:00:00,Google,Social,desktop,1,0
190,294,2024-02-27 19:00:00,Direct,Social,mobile,1,0
191,596,2023-03-12 13:00:00,Facebook,Direct,tablet,0,0
192,285,2024-03-17 21:00:00,Email,Organic,tablet,0,0
193,282,2024-05-16 00:00:00,Direct,Direct,desktop,0,0
194,547,2023-02-06 20:00:00,Direct,Direct,desktop,1,0
195,284,2023-08-17 19:00:00,Google,CPC,desktop,1,0
196,409,2024-12-18 12:00:00,Direct,CPC,mobile,1,0
197,67,2024-03-24 23:00:00,Email,Organic,desktop,0,0
198,395,2024-11-29 20:00:00,Google,Direct,desktop,0,0
199,408,2023-10-16 07:00:00,Direct,CPC,desktop,1,0
200,205,2024-11-16 19:00:00,Referral,Social,desktop,0,0
201,237,2023-12-07 18:00:00,Referral,Organic,desktop,1,0
202,402,2023-04-18 06:00:00,Referral,CPC,mobile,1,0
203,387,2024-04-26 21:00:00,Google,Organic,mobile,1,0
204,266,2023-02-01 03:00:00,Direct,Organic,desktop,0,0
205,305,2024-03-08 18:00:00,Google,Email,mobile,1,0
206,509,2024-10-10 16:00:00,Facebook,Direct,desktop,1,0
207,171,2023-07-27 05:00:00,Google,Organic,desktop,1,0
208,430,2023-07-27 12:00:00,Google,CPC,desktop,0,0
209,351,2023-07-18 04:00:00,Google,Organic,tablet,1,0
210,235,2023-07-31 21:00:00,Facebook,Social,desktop,0,0
211,394,2024-06-01 08:00:00,Email,Direct,tablet,0,0
212,586,2023-05-25 20:00:00,Direct,Organic,desktop,0,0
213,267,2024-01-22 12:00:00,Direct,Social,desktop,1,0
214,582,2023-09-15 08:00:00,Email,CPC,desktop,0,1
215,282,2023-12-05 08:00:00,Facebook,Social,desktop,0,0
216,520,2024-12-12 11:00:00,Referral,CPC,desktop,1,0
217,51,2023-04-21 05:00:00,Email,Organic,desktop,1,0
218,364,2024-12-27 04:00:00,Facebook,Social,desktop,0,0
219,456,2023-06-21 14:00:00,Direct,Organic,desktop,1,0
220,501,2023-01-07 11:00:00,Referral,Direct,desktop,0,1
221,291,2024-04-25 15:00:00,Google,CPC,desktop,1,1
222,271,2024-08-21 18:00:00,Facebook,Social,desktop,0,0
223,66,2024-09-03 22:00:00,Facebook,Email,mobile,0,0
224,107,2024-01-28 15:00:00,Direct,Social,desktop,1,0
225,349,2023-04-10 13:00:00,Facebook,CPC,desktop,0,0
226,360,2024-01-25 12:00:00,Google,Direct,desktop,1,0
227,570,2023-11-24 22:00:00,Email,Email,tablet,1,0
228,497,2024-09-23 10:00:00,Email,Organic,tablet,1,0
229,340,2024-06-24 15:00:00,Direct,Social,desktop,1,0
230,454,2024-02-15 01:00:00,Google,Direct,desktop,1,0
231,32,2024-02-14 00:00:00,Email,Direct,desktop,1,0
232,27,2023-09-05 02:00:00,Email,Organic,tablet,1,0
233,357,2023-06-17 03:00:00,Email,Organic,desktop,1,0
234,83,2023-10-28 04:00:00,Google,CPC,tablet,0,0
235,132,2023-08-01 10:00:00,Email,Social,desktop,1,0
236,310,2024-09-20 20:00:00,Referral,Email,mobile,0,0
237,470,2023-11-19 04:00:00,Direct,CPC,desktop,0,1
238,207,2024-04-27 15:00:00,Referral,CPC,mobile,1,0
239,142,2024-12-14 22:00:00,Google,Direct,desktop,1,0
240,454,2024-09-02 05:00:00,Facebook,CPC,desktop,0,0
241,339,2023-05-17 12:00:00,Direct,Direct,desktop,0,0
242,358,2023-05-25 03:00:00,Facebook,Email,mobile,1,0
243,526,2023-08-30 16:00:00,Direct,Organic,desktop,0,0
244,113,2023-11-14 12:00:00,Direct,CPC,mobile,1,0
245,360,2024-06-09 12:00:00,Referral,Organic,mobile,0,1
246,419,2024-04-03 21:00:00,Email,Direct,mobile,0,0
247,467,2024-03-08 18:00:00,Google,Social,desktop,1,0
248,515,2024-06-02 08:00:00,Email,Direct,mobile,0,0
249,417,2023-05-23 13:00:00,Facebook,Direct,mobile,0,0
250,141,2024-08-26 17:00:00,Email,CPC,desktop,1,0
251,407,2024-11-18 17:00:00,Direct,Direct,desktop,1,0
252,586,2024-02-18 07:00:00,Facebook,Email,desktop,1,0
253,372,2023-02-02 12:00:00,Google,Organic,desktop,1,1
254,414,2024-10-14 06:00:00,Email,Direct,desktop,0,0
255,30,2023-09-11 23:00:00,Direct,Email,desktop,0,0
256,262,2024-09-26 08:00:00,Google,Email,desktop,1,0
257,558,2023-03-28 10:00:00,Facebook,Organic,desktop,1,0
258,498,2023-03-17 23:00:00,Referral,Organic,desktop,1,0
259,150,2023-04-27 00:00:00,Direct,Organic,desktop,0,0
260,130,2024-11-16 13:00:00,Email,Direct,mobile,0,0
261,162,2024-12-26 01:00:00,Google,Email,desktop,0,0
262,238,2024-09-29 02:00:00,Email,Direct,desktop,1,0
263,85,2024-10-10 05:00:00,Email,Organic,desktop,1,0
264,304,2023-01-03 01:00:00,Referral,Direct,desktop,1,0
265,542,2023-02-05 12:00:00,Email,Organic,mobile,0,0
266,398,2024-04-02 07:00:00,Direct,Email,desktop,0,0
267,595,2023-11-10 10:00:00,Facebook,Social,desktop,0,0
268,151,2024-05-09 03:00:00,Referral,Organic,mobile,1,0
269,152,2024-12-01 11:00:00,Referral,Email,desktop,0,0
270,56,2024-10-05 05:00:00,Facebook,Organic,desktop,1,0
271,71,2024-02-28 02:00:00,Direct,Direct,mobile,0,0
272,360,2024-11-04 02:00:00,Email,Direct,desktop,1,0
273,408,2024-10-05 06:00:00,Facebook,CPC,tablet,0,0
274,236,2023-03-12 19:00:00,Referral,Organic,mobile,1,0
275,197,2024-04-29 14:00:00,Referral,Social,tablet,1,0
276,532,2024-05-20 01:00:00,Email,Direct,mobile,0,1
277,36,2024-09-16 13:00:00,Facebook,Email,mobile,0,0
278,225,2024-03-28 12:00:00,Direct,Social,desktop,0,1
279,221,2024-01-23 17:00:00,Facebook,Direct,mobile,0,0
280,551,2024-01-22 22:00:00,Referral,Social,desktop,0,0
281,275,2023-11-26 05:00:00,Referral,Social,desktop,0,0
282,101,2024-04-08 23:00:00,Referral,Email,mobile,1,0
283,56,2023-12-18 03:00:00,Referral,Social,desktop,0,1
284,224,2024-05-06 21:00:00,Referral,Direct,mobile,1,0
285,380,2024-06-25 05:00:00,Referral,CPC,tablet,0,0
286,521,2024-09-27 05:00:00,Direct,Organic,mobile,0,0
287,571,2024-12-14 18:00:00,Direct,Social,desktop,1,0
288,305,2023-01-30 10:00:00,Referral,CPC,mobile,1,0
289,36,2024-08-27 10:00:00,Direct,Social,mobile,0,0
290,267,2023-03-09 15:00:00,Google,Social,desktop,1,0
291,326,2024-07-16 09:00:00,Facebook,Organic,desktop,0,1
292,279,2023-04-13 02:00:00,Email,Direct,desktop,0,0
293,106,2024-02-03 13:00:00,Referral,Direct,mobile,0,0
294,294,2024-09-08 09:00:00,Direct,CPC,desktop,0,0
295,400,2024-11-06 04:00:00,Facebook,Social,tablet,0,0
296,367,2023-11-07 23:00:00,Google,CPC,mobile,0,0
297,290,2024-08-30 08:00:00,Google,Organic,mobile,1,0
298,411,2023-09-23 15:00:00,Direct,Email,desktop,0,0
299,495,2024-12-14 13:00:00,Referral,Direct,desktop,1,0
300,43,2023-12-12 02:00:00,Google,Social,desktop,1,0
301,415,2023-12-14 21:00:00,Google,Email,desktop,0,0
302,419,2023-11-27 22:00:00,Google,CPC,desktop,0,0
303,337,2024-05-14 18:00:00,Direct,Email,mobile,1,0
304,578,2023-06-09 22:00:00,Google,CPC,desktop,0,0
305,523,2023-11-21 19:00:00,Email,Social,desktop,0,0
306,510,2024-03-22 04:00:00,Direct,Social,desktop,0,0
307,318,2024-02-20 09:00:00,Direct,Email,desktop,0,0
308,393,2024-12-23 01:00:00,Referral,Organic,tablet,0,0
309,181,2023-05-13 20:00:00,Facebook,CPC,tablet,0,0
310,274,2023-11-04 00:00:00,Referral,Organic,mobile,1,0
311,465,2024-04-06 06:00:00,Facebook,Direct,desktop,1,1
312,37,2023-10-19 19:00:00,Email,Organic,desktop,0,0
313,402,2023-11-03 12:00:00,Email,Social,tablet,0,0
314,543,2023-05-06 04:00:00,Google,CPC,tablet,1,0
315,354,2023-02-16 05:00:00,Email,CPC,desktop,1,0
316,333,2023-11-18 23:00:00,Email,Social,desktop,1,0
317,406,2024-10-25 08:00:00,Direct,Social,mobile,1,0
318,590,2023-06-12 00:00:00,Direct,Email,desktop,1,0
319,565,2024-05-01 10:00:00,Facebook,CPC,mobile,0,0
320,35,2024-11-18 12:00:00,Email,CPC,tablet,1,0
321,218,2023-12-26 01:00:00,Facebook,Direct,tablet,1,0
322,571,2024-09-01 23:00:00,Email,Organic,desktop,0,0
323,282,2023-06-05 06:00:00,Email,Direct,tablet,0,0
324,545,2024-01-17 14:00:00,Google,Organic,tablet,0,0
325,347,2023-04-26 22:00:00,Email,Email,desktop,0,0
326,37,2023-08-31 05:00:00,Email,Direct,desktop,1,0
327,282,2024-09-03 19:00:00,Referral,Social,mobile,1,0
328,102,2024-03-03 15:00:00,Email,Email,mobile,1,1
329,396,2024-07-12 13:00:00,Direct,Email,desktop,0,0
330,233,2024-04-01 21:00:00,Referral,Social,tablet,0,0
331,293,2023-12-03 14:00:00,Google,Direct,tablet,0,0
332,493,2023-06-10 04:00:00,Email,CPC,mobile,1,1
333,205,2024-01-29 02:00:00,Email,Email,desktop,1,0
334,554,2024-11-09 03:00:00,Email,Direct,mobile,1,0
335,314,2024-12-19 01:00:00,Facebook,Direct,mobile,0,0
336,396,2023-07-02 04:00:00,Facebook,Direct,mobile,1,0
337,60,2023-04-02 12:00:00,Direct,Direct,tablet,1,0
338,558,2023-08-28 13:00:00,Referral,CPC,mobile,1,0
339,519,2023-04-16 22:00:00,Direct,CPC,mobile,1,0
340,136,2023-06-30 00:00:00,Direct,CPC,desktop,0,0
341,352,2024-01-21 17:00:00,Facebook,Direct,desktop,0,0
342,499,2023-04-11 12:00:00,Email,Social,mobile,0,0
343,449,2023-10-14 12:00:00,Facebook,Direct,desktop,0,0
344,325,2024-11-16 15:00:00,Facebook,CPC,mobile,1,0
345,233,2024-01-11 06:00:00,Email,Direct,desktop,0,0
346,177,2024-10-29 00:00:00,Direct,CPC,desktop,0,0
347,281,2023-12-08 05:00:00,Referral,CPC,desktop,1,0
348,200,2023-06-30 12:00:00,Facebook,Social,mobile,1,0
349,273,2023-10-13 04:00:00,Referral,Email,desktop,1,0
350,10,2023-05-26 16:00:00,Direct,Social,desktop,0,0
351,236,2024-02-29 07:00:00,Referral,Email,mobile,0,0
352,468,2024-05-30 05:00:00,Email,Organic,mobile,1,0
353,593,2024-04-09 17:00:00,Direct,Organic,desktop,1,0
354,392,2024-02-22 02:00:00,Google,CPC,mobile,0,0
355,556,2023-08-29 01:00:00,Google,CPC,desktop,1,0
356,110,2023-01-01 00:00:00,Referral,Social,tablet,0,0
357,21,2024-09-29 20:00:00,Direct,Email,desktop,1,0
358,93,2024-01-09 14:00:00,Direct,Social,mobile,1,0
359,188,2023-08-13 04:00:00,Email,Direct,desktop,0,0
360,273,2024-03-05 08:00:00,Referral,Direct,desktop,1,0
361,420,2024-06-12 12:00:00,Direct,Direct,tablet,1,0
362,565,2024-04-08 19:00:00,Direct,Organic,tablet,0,0
363,208,2024-01-27 11:00:00,Referral,Social,desktop,0,0
364,332,2023-02-23 05:00:00,Direct,Social,desktop,1,0
365,365,2023-08-15 14:00:00,Direct,Social,mobile,0,0
366,438,2023-12-20 15:00:00,Direct,Direct,mobile,0,0
367,323,2024-03-21 07:00:00,Direct,Direct,desktop,0,0
368,344,2023-02-01 09:00:00,Direct,Organic,mobile,1,0
369,309,2023-11-14 00:00:00,Google,Social,desktop,1,0
370,220,2024-06-23 04:00:00,Direct,CPC,mobile,0,0
371,175,2023-01-16 07:00:00,Direct,CPC,desktop,1,0
372,437,2023-06-22 17:00:00,Direct,Direct,mobile,0,0
373,459,2023-08-10 07:00:00,Referral,Direct,desktop,0,1
374,575,2024-09-15 12:00:00,Facebook,Organic,desktop,1,0
375,182,2023-03-20 09:00:00,Direct,Email,mobile,0,0
376,374,2024-10-02 04:00:00,Referral,CPC,mobile,0,0
377,430,2024-09-01 22:00:00,Google,Organic,desktop,0,0
378,323,2024-08-30 10:00:00,Facebook,CPC,tablet,0,0
379,531,2023-03-14 06:00:00,Referral,Email,desktop,0,1
380,549,2023-03-29 22:00:00,Referral,Direct,desktop,0,0
381,571,2023-07-16 03:00:00,Email,CPC,tablet,0,0
382,43,2024-06-15 06:00:00,Direct,Email,mobile,1,0
383,199,2024-06-12 23:00:00,Google,Email,tablet,1,0
384,510,2023-12-20 11:00:00,Facebook,Direct,desktop,1,0
385,442,2024-02-22 23:00:00,Facebook,CPC,mobile,1,0
386,371,2024-06-15 23:00:00,Google,Direct,desktop,0,0
387,127,2023-07-07 14:00:00,Referral,Direct,mobile,0,0
388,501,2024-10-16 23:00:00,Referral,Organic,mobile,1,0
389,12,2024-04-19 12:00:00,Facebook,Social,desktop,0,0
390,578,2024-04-17 23:00:00,Email,Direct,mobile,0,0
391,168,2024-11-30 21:00:00,Referral,Email,desktop,0,0
392,599,2024-08-10 22:00:00,Google,Organic,mobile,0,0
393,241,2024-11-19 20:00:00,Google,Direct,tablet,1,0
394,532,2023-01-12 11:00:00,Direct,CPC,desktop,0,0
395,25,2023-04-22 04:00:00,Google,Email,desktop,1,0
396,159,2024-07-02 11:00:00,Email,Direct,mobile,0,0
397,373,2023-01-15 18:00:00,Email,Organic,desktop,1,0
398,37,2023-01-17 19:00:00,Referral,CPC,desktop,1,0
399,83,2023-07-10 15:00:00,Facebook,Social,desktop,1,0
400,238,2023-07-15 06:00:00,Google,Organic,desktop,0,0
401,171,2024-08-16 17:00:00,Email,Direct,desktop,0,0
402,455,2023-08-10 05:00:00,Google,Direct,mobile,0,0
403,320,2023-07-26 17:00:00,Referral,Direct,desktop,0,1
404,258,2023-11-15 12:00:00,Direct,Social,mobile,1,0
405,196,2023-12-31 02:00:00,Google,Organic,desktop,1,0
406,13,2023-03-30 04:00:00,Google,Organic,desktop,1,0
407,37,2024-12-28 14:00:00,Direct,Social,mobile,1,0
408,401,2023-09-21 18:00:00,Google,Direct,tablet,1,0
409,149,2023-10-11 19:00:00,Direct,Email,desktop,1,0
410,442,2024-02-25 15:00:00,Referral,Direct,tablet,0,0
411,415,2023-11-13 00:00:00,Direct,Direct,desktop,0,0
412,129,2023-04-11 12:00:00,Email,Organic,desktop,1,0
413,446,2023-08-11 06:00:00,Direct,CPC,tablet,0,0
414,558,2023-12-15 00:00:00,Facebook,Direct,tablet,1,0
415,588,2024-05-22 06:00:00,Direct,CPC,mobile,0,0
416,227,2024-02-22 17:00:00,Email,Direct,desktop,1,0
417,429,2023-05-28 16:00:00,Direct,CPC,mobile,0,0
418,38,2023-07-13 23:00:00,Facebook,CPC,desktop,1,0
419,371,2023-06-05 04:00:00,Referral,Email,mobile,1,0
420,296,2024-12-27 23:00:00,Google,CPC,desktop,0,0
421,335,2023-10-01 22:00:00,Facebook,Social,desktop,0,0
422,294,2024-09-09 12:00:00,Facebook,Organic,mobile,1,0
423,513,2023-12-10 11:00:00,Facebook,Organic,mobile,0,0
424,3,2023-03-03 02:00:00,Email,Organic,desktop,1,0
425,53,2023-10-09 09:00:00,Google,CPC,desktop,0,0
426,188,2023-09-16 22:00:00,Email,CPC,mobile,1,0
427,32,2024-08-05 23:00:00,Facebook,Social,desktop,0,0
428,491,2023-11-06 05:00:00,Google,Social,tablet,1,0
429,241,2023-01-28 04:00:00,Direct,CPC,mobile,0,0
430,400,2024-03-19 10:00:00,Referral,Email,tablet,1,0
